date,0,1,2,3,4,5,6,cases 7-day averange
2020-03-23,,,,,,,,0.29
2020-03-24,,,,,,,,0.29
2020-03-25,,,,,,,,0.29
2020-03-26,,,,,,,,0.29
2020-03-27,,,,,,,,0.43
2020-03-28,,,,,,,,0.43
2020-03-29,,,,,,,,0.57
2020-03-30,0.0,,,,,,,0.57
2020-03-31,0.0,0.0,,,,,,0.38
2020-04-01,0.0,0.0,0.0,,,,,0.38
2020-04-02,0.0,0.0,0.0,0.0,,,,0.38
2020-04-03,0.0,0.0,0.0,0.0,0.0,,,0.38
2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.63
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
2020-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
2020-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
2020-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
2020-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57
2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71
2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86
2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86
2020-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71
2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29
2020-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71
2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29
2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57
2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29
2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86
2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57
2020-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71
2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86
2020-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14
2020-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43
2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14
2020-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14
2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43
2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.29
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.86
2020-10-03,5.002062,0.0,0.0,0.0,0.0,0.0,0.0,66.43
2020-10-04,5.6202564,0.0,0.0,0.0,0.0,0.0,0.0,74.86
2020-10-05,15.809679,0.0,0.0,0.0,0.0,0.0,0.0,77.0
2020-10-06,24.67592,0.0,0.0,0.0,0.0,0.0,0.0,41.14
2020-10-07,26.837236,0.0,0.0,0.0,0.0,0.0,0.0,42.14
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.86
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.29
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.43
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.29
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.57
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.43
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.86
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.14
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.86
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.38
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.43
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57
2020-12-06,0.8843248,0.0,0.0,0.0,0.0,0.0,0.0,53.43
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14
2020-12-08,1.9290025,0.0,0.0,0.0,0.0,0.0,0.0,57.29
2020-12-09,5.8830433,0.0,0.0,0.0,0.0,0.0,0.0,58.57
2020-12-10,6.041445,0.0,0.0,0.0,0.0,0.0,0.0,56.57
2020-12-11,7.41292,0.0,0.0,0.0,0.0,0.0,0.0,54.86
2020-12-12,5.250231,0.0,0.0,0.0,0.0,0.0,0.0,56.71
2020-12-13,3.4181535,0.0,0.0,0.0,0.0,0.0,0.0,59.29
2020-12-14,5.396181,0.0,0.0,0.0,0.0,0.0,0.0,58.57
2020-12-15,8.162905,0.0,0.0,0.0,0.0,0.0,0.0,57.29
2020-12-16,7.3945637,0.0,0.0,0.0,0.0,0.0,0.0,56.86
2020-12-17,6.0162373,0.0,0.0,0.0,0.0,0.0,0.0,61.29
2020-12-18,5.5468464,0.0,0.0,0.0,0.0,0.0,0.0,64.29
2020-12-19,10.279802,0.0,0.0,0.0,0.0,0.0,0.0,64.57
2020-12-20,13.4628315,0.0,0.0,0.0,0.0,0.0,0.0,63.29
2020-12-21,13.757036,0.0,0.0,0.0,0.0,0.0,0.0,61.86
2020-12-22,12.386248,0.0,0.0,0.0,0.0,0.0,0.0,63.57
2020-12-23,10.867693,0.0,0.0,0.0,0.0,0.0,0.0,67.86
2020-12-24,12.6811695,0.0,0.0,0.0,0.0,0.0,0.0,66.14
2020-12-25,17.19678,0.0,0.0,0.0,0.0,0.0,0.0,66.14
2020-12-26,15.400377,0.0,0.0,0.0,0.0,0.0,0.0,57.71
2020-12-27,15.397371,0.0,0.0,0.0,0.0,0.0,0.0,66.71
2020-12-28,6.4398518,0.0,0.0,0.0,0.0,0.0,0.0,64.14
2020-12-29,15.989794,0.0,0.0,0.0,0.0,0.0,0.0,64.86
2020-12-30,13.275377,0.0,0.0,0.0,0.0,0.0,0.0,63.29
2020-12-31,14.038469,0.0,0.0,0.0,0.0,0.0,0.0,60.71
